Name;Globale ID;Teilort;Zusatz
Denkendorfer Straße;de:08116:5005;Nellingen;
Stadion;de:08116:5006;Denkendorf;Denkendorf
Esslinger Straße;de:08116:5007;Denkendorf;Denkendorf
Rathaus;de:08116:5008;Denkendorf;Denkendorf
Neuhäuser Straße;de:08116:5009;Denkendorf;Denkendorf
Vogelsangstraße;de:08116:5010;Denkendorf;
Sonnenhalde;de:08116:5011;Scharnhausen;Scharnhausen
Lenzhalde;de:08116:5012;Scharnhausen;Scharnhausen
Rothweg;de:08116:5013;Denkendorf;
Forschung;de:08116:5014;Denkendorf;
Körschtal;de:08116:5016;Deizisau;
Altes Rathaus;de:08116:5017;Kemnat;Kemnat
Rosenstraße;de:08116:5018;Kemnat;Kemnat
Reutlinger Straße;de:08116:5019;Kemnat;Kemnat
Zeppelinstraße;de:08116:5020;Kemnat;Kemnat
Schulzentrum;de:08116:5021;Nellingen;Nellingen
Horbstraße;de:08116:5022;Ruit;
Hindenburgstraße;de:08116:5023;Denkendorf;Denkendorf
Oberer Eisbergweg;de:08116:5024;Zollberg;
Oberndorf Brunnenplatz;de:08119:5025;Rudersberg;
Abzweig Greuthof;de:08119:5026;Vordersteinenberg;
Voggenhof Abzweig;de:08119:5027;Althütte;
Ebni;de:08119:5028;Kaisersbach;
Ebnisee;de:08119:5029;Kaisersbach;
Lindenplatz;de:08119:5030;Unterweissach;Unterweissach
Rathaus;de:08119:5031;Heiningen (Backnang);Heiningen (Backnang)
Ortsmitte;de:08119:5032;Allmersbach im Tal;Allmersbach im Tal
Königsbronnhof;de:08119:5033;Rudersberg;
Seelach;de:08119:5034;Rudersberg;
Backnanger Straße;de:08119:5035;Rudersberg;Rudersberg
Rudersberg;de:08119:5036;Rudersberg;
Schule;de:08119:5037;Allmersbach im Tal;Allmersbach im Tal
Rathaus;de:08119:5038;Heutensbach;Heutensbach
Heutensbacher Straße;de:08119:5039;Cottenweiler;
Lautern;de:08119:5042;Sulzbach (M);
Schule;de:08119:5044;Spiegelberg;Spiegelberg
Großhöchberg;de:08119:5045;Spiegelberg;
Jux;de:08119:5046;Jux;
Hüttlen;de:08119:5047;Spiegelberg;
Nassach;de:08119:5048;Nassach;
Kurzach;de:08119:5049;Nassach;
Mittlere Brücke;de:08119:5050;Schorndorf;
Haubersbronn;de:08119:5051;Haubersbronn;
Steinbruck;de:08119:5053;Welzheim;
Eselshalden;de:08119:5054;Welzheim;
Bausche;de:08119:5055;Welzheim;
Breitenfürst Schulhaus;de:08119:5056;Welzheim;
Hinterbüchelberg;de:08119:5057;Murrhardt;
Bethel;de:08119:5058;Welzheim;
Karnsberg;de:08119:5059;Murrhardt;
Busbahnhof;de:08119:5060;Welzheim;
Kirchplatz;de:08119:5061;Welzheim;Welzheim
Steinberg;de:08119:5062;Murrhardt;
Gottlob-Bauknecht-Platz;de:08119:5063;Welzheim;
Schafhof;de:08119:5064;Welzheim;Welzheim
Aichstrut;de:08119:5065;Welzheim;
Gmeinweiler;de:08119:5066;Kaisersbach;
Gebenweiler;de:08119:5067;Kaisersbach;
Grairich;de:08119:5068;Kaisersbach;
Kreuzstraße;de:08119:5071;Kaisersbach;Kaisersbach
Eierhof;de:08119:5072;Welzheim;
Seiboldsweiler;de:08119:5073;Welzheim;
Eckartsweiler;de:08119:5074;Welzheim;
Gausmannsweiler;de:08119:5075;Welzheim;
Hauptstraße;de:08119:5076;Kaisersbach;Kaisersbach
Bruch;de:08119:5077;Kaisersbach;Kaisersbach
Mönchhof;de:08119:5078;Kaisersbach;
Steinberg Fritzhof;de:08119:5079;Murrhardt;
Bohnreute;de:08119:5080;Kirchenkirnberg;
Gemeindehalle;de:08119:5081;Kirchenkirnberg;Kirchenkirnberg
Tiefenmad;de:08119:5083;Kirchenkirnberg;
Oberneustetten;de:08119:5084;Kirchenkirnberg;
Unterneustetten;de:08119:5085;Kirchenkirnberg;
Göckelhof Kreuzung;de:08119:5086;Fornsbach;
Breitenfürst Lorcher Straße;de:08119:5087;Welzheim;
Neuhof;de:08119:5088;Welzheim;Welzheim
Haghof;de:08119:5089;Pfahlbronn;
Petershalde;de:08119:5090;Pfahlbronn;
Welzheimer Straße;de:08119:5091;Pfahlbronn;Pfahlbronn
Lorcher Straße;de:08119:5092;Pfahlbronn;
Abzweig Altersberg;de:08119:5093;Kaisersbach;
Vordersteinenberg;de:08119:5095;Vordersteinenberg;
Kapf Mohnwiesenweg;de:08119:5096;Vordersteinenberg;
Kapf Kapfhofweg;de:08119:5097;Vordersteinenberg;
Strübelmühle;de:08119:5098;Alfdorf;
Marktplatz;de:08119:5099;Alfdorf;Alfdorf
Untere Bühlstraße;de:08119:5100;Alfdorf;
Brech;de:08119:5101;Pfahlbronn;
Brech Kaiserlinde;de:08119:5102;Pfahlbronn;
Untere Schlossstraße;de:08119:5103;Alfdorf;
Bonholz Abzweig;de:08119:5104;Alfdorf;
Adelstetten;de:08119:5105;Pfahlbronn;
Hohenbrach;de:08119:5106;Grab;
Rathaus;de:08119:5107;Haubersbronn;Haubersbronn
Miedelsbacher Straße;de:08119:5108;Haubersbronn;
Im Hiller;de:08119:5109;Miedelsbach;
Schorndorfer Straße;de:08119:5111;Steinenberg;Steinenberg
Michelauer Straße;de:08119:5112;Steinenberg;
Michelau Ortsmitte;de:08119:5113;Schlechtbach;
Krehwinkel;de:08119:5114;Asperglen;
Asperglen;de:08119:5115;Asperglen;
Lindental;de:08119:5117;Schlechtbach;
Ortsmitte;de:08119:5118;Schlechtbach;Schlechtbach
Marktplatz;de:08119:5119;Rudersberg;Rudersberg
Keltersiedlung;de:08119:5120;Schlechtbach;
Schulzentrum;de:08119:5121;Rudersberg;Rudersberg
Turnhalle;de:08119:5122;Steinenberg;Steinenberg
Oberer Wasen;de:08119:5123;Welzheim;
Abzweig Steinbach;de:08119:5124;Rudersberg;
Abzweig Schmalenberg;de:08119:5125;Rudersberg;
Laufenmühle;de:08119:5127;Welzheim;
Amselweg;de:08119:5128;Welzheim;Welzheim
Steinbeise;de:08119:5130;Welzheim;
Schulzentrum;de:08119:5131;Welzheim;Welzheim
Breitenf. Reinhold-Maier-Platz;de:08119:5132;Welzheim;
Hauptstraße;de:08119:5134;Urbach;Urbach
Robert-Franck-Straße;de:08119:5136;Murrhardt;
Murrhärle;de:08119:5138;Murrhardt;
Kieselhof;de:08119:5139;Murrhardt;
Hördthof;de:08119:5140;Murrhardt;
Frankenweiler;de:08119:5141;Grab;
Trauzenbach;de:08119:5142;Grab;
Limesweg;de:08119:5143;Grab;Grab
Blumenstraße;de:08119:5144;Waiblingen;Waiblingen
Bürgerzentrum (Remsbrücke);de:08119:5145;Waiblingen;
Neustädter Straße;de:08119:5146;Waiblingen;
Alte Waiblinger Straße;de:08119:5147;Neustadt;
Rathaus;de:08119:5148;Neustadt;Neustadt
Friedensschule;de:08119:5149;Neustadt;
Bildäckerstraße;de:08119:5150;Hohenacker;
Ortsmitte;de:08119:5151;Hohenacker;Hohenacker
Bittenfelder Straße;de:08119:5152;Hohenacker;
Rienzhofer Mühle;de:08119:5154;Bittenfeld;
Am Zipfelbach;de:08119:5155;Bittenfeld;
Altes Rathaus;de:08119:5156;Bittenfeld;Bittenfeld
Klingenstraße;de:08119:5157;Bittenfeld;Bittenfeld
Stauferstraße;de:08119:5158;Waiblingen;Waiblingen
Am Kätzenbach;de:08119:5160;Waiblingen;
Rundsporthalle;de:08119:5161;Waiblingen;Waiblingen
Waiblinger Straße;de:08119:5162;Beinstein;
Galgenbergbrücke;de:08119:5163;Waiblingen;
Rathaus;de:08119:5164;Beinstein;Beinstein
Endersbacher Straße;de:08119:5165;Beinstein;Beinstein
Stettener Straße;de:08119:5166;Endersbach;
Viadukt;de:08119:5168;Endersbach;
Prinz-Eugen-Platz;de:08119:5169;Großheppach;
Backhaus;de:08119:5170;Großheppach;Großheppach
Katholische Kirche;de:08119:5171;Großheppach;Großheppach
Kleinheppacher Straße;de:08119:5172;Großheppach;Großheppach
Otto-Mühlschlegel-Haus;de:08119:5174;Endersbach;
Seemühle;de:08119:5175;Strümpfelbach (Weinstadt);Strümpfelbach (Weinstadt)
Traube;de:08119:5176;Strümpfelbach (Weinstadt);Strümpfelbach (Weinstadt)
Kelter;de:08119:5177;Strümpfelbach (Weinstadt);Strümpfelbach (Weinstadt)
Rathaus;de:08119:5178;Strümpfelbach (Weinstadt);Strümpfelbach (Weinstadt)
Rathaus;de:08119:5179;Beutelsbach;Beutelsbach
Hundsäcker;de:08119:5180;Strümpfelbach (Weinstadt);
Grundschule;de:08119:5183;Grunbach;Grunbach
Gemeindehaus;de:08119:5186;Buoch;Buoch
Freizeitzentrum;de:08119:5187;Buoch;
Jahnhalle;de:08119:5188;Endersbach;
Risslerinstraße;de:08119:5190;Schorndorf;
Johannesstraße;de:08119:5191;Schorndorf;Schorndorf
Rathaus;de:08119:5193;Weiler (Schorndorf);Weiler (Schorndorf)
Abzweig;de:08119:5197;Hebsack;Hebsack
Rohrbronn;de:08119:5198;Rohrbronn;
Hößlinswart;de:08119:5199;Hößlinswart;
Erlenhof;de:08119:5201;Ödernhardt;
Lehnenberg Kreuzung;de:08119:5202;Reichenbach (Berglen);
Talaue;de:08119:5203;Birkmannsweiler;
Ortsmitte;de:08119:5204;Birkmannsweiler;Birkmannsweiler
Seehaldenweg;de:08119:5205;Höfen;
Friedhof;de:08119:5207;Winnenden;Winnenden
Wallstraße;de:08119:5209;Winnenden;
Ringstraße;de:08119:5210;Winnenden;Winnenden
Haydnstraße/Bäder;de:08119:5211;Schorndorf;
Oskar Frech Seebad;de:08119:5212;Schorndorf;
Spittler Stift;de:08119:5214;Schorndorf;
Wieslaufweg;de:08119:5215;Schorndorf;
Schillerplatz;de:08119:5216;Schorndorf;Schorndorf
Baacher Straße;de:08119:5217;Höfen;
Hermann-Löns-Weg;de:08119:5218;Winnenden;
Jakob-Raible-Anlage;de:08119:5219;Schorndorf;
Mönchsbrücke;de:08119:5220;Schorndorf;
Buchenweg;de:08119:5222;Schorndorf;Schorndorf
Hungerbühlstraße;de:08119:5223;Schorndorf;
Grabenstraße (Bahnhof);de:08119:5224;Schorndorf;
Kleingärten;de:08119:5225;Schorndorf;
Wasenstraße;de:08119:5226;Urbach;Urbach
Wittumhalle;de:08119:5227;Urbach;
Ahornstraße;de:08119:5234;Plüderhausen;
Gänswasen;de:08119:5235;Plüderhausen;
Heusee;de:08119:5236;Plüderhausen;
Schwalbenweg;de:08119:5237;Plüderhausen;Plüderhausen
Wasserbergweg;de:08119:5239;Plüderhausen;
Margaretenstraße;de:08119:5240;Plüderhausen;
Aichenbachhof;de:08119:5241;Plüderhausen;
Adlerbrücke;de:08119:5242;Plüderhausen;
Hohbergschule;de:08119:5243;Plüderhausen;
Bahnhofstraße;de:08119:5245;Plüderhausen;Plüderhausen
Schwanfeld;de:08119:5247;Plüderhausen;
Reesenbänkle;de:08119:5248;Plüderhausen;
Münzenhalde;de:08119:5249;Plüderhausen;
Hohbaum;de:08119:5250;Plüderhausen;
Königsbau;de:08119:5251;Plüderhausen;
Postweg;de:08119:5252;Plüderhausen;
Mittlere Uferstraße;de:08119:5254;Schorndorf;
Schornbacher Weg;de:08119:5255;Schorndorf;
Holzbergweg;de:08119:5256;Schorndorf;
Schlipfweg;de:08119:5259;Schorndorf;
Post;de:08119:5260;Schornbach;Schornbach
Rohr;de:08119:5261;Schornbach;Schornbach
Buhlbronn;de:08119:5262;Buhlbronn;
Streich;de:08119:5263;Vorderweißbuch;
Vorderweißbuch;de:08119:5264;Vorderweißbuch;
Birkenweißbuch;de:08119:5265;Vorderweißbuch;
Necklinsberg Kreuzung;de:08119:5266;Asperglen;
Necklinsberg;de:08119:5267;Asperglen;
Ortsmitte;de:08119:5268;Oppelsbohm;Oppelsbohm
Rettersburg;de:08119:5269;Rettersburg;
Öschelbronn;de:08119:5270;Öschelbronn (Berglen);
Stöckenhof;de:08119:5271;Öschelbronn (Berglen);
Bürg;de:08119:5272;Bürg;
Gemeindehalle;de:08119:5273;Höfen;Höfen
Ortsmitte;de:08119:5274;Baach (Winnenden);Baach (Winnenden)
Ortsmitte;de:08119:5275;Höfen;Höfen
Lannerstraße;de:08119:5276;Oppelsbohm;
Nachbarschaftsschule;de:08119:5277;Bretzenacker;Bretzenacker
Ödernhardt;de:08119:5278;Ödernhardt;
Kottweil;de:08119:5279;Steinach (Berglen);
Cronhütte;de:08119:5280;Kaisersbach;
Hellershof;de:08119:5281;Vordersteinenberg;
Oberer Schadberg;de:08119:5282;Kaisersbach;
Schadberg;de:08119:5283;Kaisersbach;
Klingenmühle;de:08119:5284;Welzheim;
Stöckachschule;de:08119:5286;Winnenden;
Beethovenstraße;de:08119:5287;Unterweissach;Unterweissach
Edeka;de:08119:5288;Unterweissach;
Lehnenberg;de:08119:5290;Reichenbach (Berglen);
Spechtshof;de:08119:5291;Reichenbach (Berglen);
Reichenbach;de:08119:5292;Reichenbach (Berglen);
Buchenstraße;de:08119:5293;Steinach (Berglen);Steinach (Berglen)
Stadthalle;de:08119:5294;Murrhardt;Murrhardt
Hammerschmiede;de:08119:5295;Murrhardt;
Klingen;de:08119:5296;Murrhardt;
Sauerhöfle;de:08119:5297;Murrhardt;
Käsbach;de:08119:5298;Murrhardt;
Vorderwestermurr;de:08119:5299;Murrhardt;
Fautspach;de:08119:5301;Sechselberg;
Hinterwestermurr;de:08119:5303;Fornsbach;
Schlosshof;de:08119:5304;Fornsbach;Fornsbach
Mettelberg;de:08119:5305;Fornsbach;
Kelter;de:08119:5306;Winnenden;Winnenden
Bildungszentrum II;de:08119:5307;Winnenden;
Lange Weiden;de:08119:5308;Winnenden;
Forchenwaldstraße;de:08119:5309;Schelmenholz;
Burgunderweg;de:08119:5310;Hanweiler;
Backhäusle;de:08119:5311;Hanweiler;
Kaiser-Ludwig-Straße;de:08119:5312;Murrhardt;
Rathaus;de:08119:5313;Leutenbach;Leutenbach
Hauptstraße;de:08119:5314;Leutenbach;Leutenbach
Stuttgarter Straße;de:08119:5315;Weiler zum Stein;Weiler zum Stein
Schule;de:08119:5319;Leutenbach;Leutenbach
Leutenbacher Straße;de:08119:5320;Nellmersbach;
Bahnhofstraße;de:08119:5321;Nellmersbach;Nellmersbach
Waldfriedhof;de:08119:5322;Backnang;Backnang
Etzwiesenbrücke;de:08119:5323;Backnang;
Rathaus;de:08119:5324;Backnang;Backnang
Plattenwald;de:08119:5325;Backnang;
Aspacher Brücke;de:08119:5329;Backnang;
Berliner Ring;de:08119:5330;Backnang;
Seehofweg;de:08119:5331;Backnang;
Plaisirschule;de:08119:5332;Backnang;
Potsdamer Ring;de:08119:5333;Backnang;
Stettiner Ring;de:08119:5334;Backnang;
Gerberstraße;de:08119:5335;Backnang;
Feuerwehr;de:08119:5336;Backnang;Backnang
Eintracht;de:08119:5337;Backnang;
Sommerrain;de:08119:5338;Backnang;Backnang
Tausgymnasium;de:08119:5339;Backnang;
Weidenweg;de:08119:5340;Backnang;
Föhrenbühl;de:08119:5342;Backnang;
Dorfhalle;de:08119:5343;Steinbach;
Burgplatz;de:08119:5345;Backnang;Backnang
Marienheim;de:08119:5346;Backnang;
Hof;de:08119:5347;Sachsenweiler;Sachsenweiler
Am Dresselbach;de:08119:5348;Sachsenweiler;
Ev. Kirche;de:08119:5349;Sachsenweiler;
Seminar;de:08119:5350;Backnang;
Lichtensteinstraße;de:08119:5351;Backnang;
Oberschöntal Abzweig;de:08119:5352;Backnang;
Unterschöntal;de:08119:5353;Backnang;
Oberschöntal;de:08119:5354;Backnang;
Rossbergstaffel;de:08119:5355;Backnang;
Lerchenstraße;de:08119:5356;Großaspach;Großaspach
Klöpferbach;de:08119:5357;Großaspach;
Hohrot;de:08119:5358;Großaspach;
Rietenau;de:08119:5359;Rietenau;
Allmersbach am Weinberg;de:08119:5360;Allmersbach am Weinberg (Aspach);
Röhrach;de:08119:5361;Allmersbach am Weinberg (Aspach);
Schafhaus;de:08119:5362;Kleinaspach;
Rielingshäuser Straße;de:08118:5363;Marbach (N);
Fürstenhof;de:08119:5364;Großaspach;
Zwingelhausen Abzweig;de:08119:5365;Großaspach;
Frühmeßhof;de:08119:5366;Kirchberg (M);
Sportplatz;de:08118:5367;Rielingshausen;Rielingshausen
Egelsee;de:08118:5368;Rielingshausen;Rielingshausen
Hauptstraße;de:08118:5369;Rielingshausen;Rielingshausen
Schweißbrücke;de:08118:5370;Erdmannhausen;
Huober;de:08118:5371;Erdmannhausen;
Güntterstraße;de:08118:5372;Marbach (N);
Welzheimer Straße;de:08119:5374;Unterweissach;Unterweissach
Rathaus;de:08119:5375;Unterweissach;Unterweissach
Hügelstraße;de:08119:5377;Unterbrüden;
Mittelbrüden;de:08119:5378;Oberbrüden;
Kirchplatz;de:08119:5379;Oberbrüden;Oberbrüden
Rosenstraße;de:08119:5380;Oberbrüden;Oberbrüden
Friedhof;de:08119:5381;Unterbrüden;Unterbrüden
Traube;de:08119:5382;Lippoldsweiler;Lippoldsweiler
Auenwaldhalle;de:08119:5383;Unterbrüden;
Am Brenner;de:08119:5384;Lippoldsweiler;
Raiffeisenbank;de:08119:5385;Lippoldsweiler;
Marktgasse;de:08119:5386;Waiblingen;
Hochwachtturm;de:08119:5387;Waiblingen;
Heimatmuseum;de:08119:5388;Unterweissach;
Danziger Platz;de:08119:5389;Waiblingen;
Stadtmitte;de:08119:5391;Waiblingen;Waiblingen
Ortsmitte;de:08119:5393;Endersbach;Endersbach
Benzach;de:08119:5396;Beutelsbach;
Benzach Bildungszentrum;de:08119:5397;Beutelsbach;
Ulrichstraße;de:08119:5398;Beutelsbach;Beutelsbach
Schurwaldstraße;de:08119:5399;Beutelsbach;
Kelter;de:08119:5400;Schnait;Schnait
Lützestraße;de:08119:5401;Schnait;
Silcherstraße;de:08119:5402;Schnait;Schnait
Buchhaldenstraße;de:08119:5403;Schnait;
Freibad;de:08119:5404;Waiblingen;Waiblingen
Salierstraße;de:08119:5405;Waiblingen;
Mikrozentrum;de:08119:5406;Waiblingen;
Fuchsgrube;de:08119:5407;Waiblingen;
Korber Steige;de:08119:5408;Waiblingen;
Winnender Straße;de:08119:5409;Waiblingen;Waiblingen
Rathaus;de:08119:5410;Waiblingen;Waiblingen
Querspange;de:08119:5411;Waiblingen;
Im Sämann;de:08119:5412;Waiblingen;
Nachtigallenweg;de:08119:5413;Waiblingen;
Alfred-Leikam-Garten;de:08119:5414;Korb;
Seeplatz;de:08119:5415;Korb;
Steinreinach;de:08119:5416;Korb;
Mansler Straße;de:08119:5417;Korb;
Cafe Rommel;de:08119:5418;Schwaikheim;
Rathaus;de:08119:5419;Schwaikheim;Schwaikheim
Haselsteinstraße;de:08119:5422;Breuningsweiler;
Buocher Straße;de:08119:5423;Breuningsweiler;
Stauferstraße;de:08119:5425;Schmiden;Schmiden
Karolingerstraße;de:08119:5426;Schmiden;
Gutenbergstraße;de:08119:5427;Schmiden;
Winnender Straße;de:08119:5428;Schwaikheim;Schwaikheim
Katholische Kirche;de:08119:5429;Hegnach;Hegnach
Fellbacher Straße;de:08119:5431;Rommelshausen;Rommelshausen
Altenheim;de:08119:5432;Fellbach;Fellbach
Rommelshauser Straße;de:08119:5433;Fellbach;
Waiblinger-/Schorndorfer Str.;de:08119:5434;Fellbach;
Friedrich-Schiller-Gymnasium;de:08119:5436;Fellbach;
Villeneuvestraße;de:08118:5438;Kornwestheim;
Zeppelinstraße;de:08118:5439;Kornwestheim;Kornwestheim
Hallenbad;de:08118:5440;Kornwestheim;Kornwestheim
Realschule;de:08118:5441;Kornwestheim;Kornwestheim
Stauffenbergstraße;de:08118:5442;Kornwestheim;Kornwestheim
Goerdelerstraße;de:08118:5443;Kornwestheim;
Neckarstraße;de:08118:5444;Kornwestheim;Kornwestheim
Enzstraße;de:08118:5445;Kornwestheim;Kornwestheim
Aldinger Straße;de:08118:5446;Kornwestheim;Kornwestheim
Friedhof;de:08118:5447;Kornwestheim;Kornwestheim
Kirchtalstraße;de:08118:5448;Kornwestheim;Kornwestheim
Pfarrer-Hahn-Straße;de:08118:5449;Kornwestheim;
Im Wiesengrund;de:08118:5450;Kornwestheim;Kornwestheim
Mühlhäuser Straße;de:08118:5451;Kornwestheim;Kornwestheim
Bolzstraße;de:08118:5452;Kornwestheim;Kornwestheim
Remstalstraße;de:08118:5453;Neckarrems;
Residenzschloss;de:08118:5454;Ludwigsburg;
Köhlstraße;de:08118:5455;Ludwigsburg;
Max-Eyth-Straße;de:08118:5456;Kornwestheim;Kornwestheim
Karlsruher Allee;de:08118:5457;Pflugfelden;
Ludwigsburger Straße;de:08118:5459;Kornwestheim;Kornwestheim
An der Wette;de:08118:5460;Kornwestheim;
Johannesstraße;de:08118:5461;Kornwestheim;Kornwestheim
Rathaus;de:08118:5462;Kornwestheim;Kornwestheim
Rechbergstraße;de:08118:5463;Kornwestheim;Kornwestheim
Ludwig-Herr-Straße;de:08118:5464;Kornwestheim;
Hornbergstraße;de:08118:5465;Kornwestheim;
Stadtwerke;de:08118:5466;Ludwigsburg;Ludwigsburg
Lindenstraße;de:08118:5467;Kornwestheim;Kornwestheim
Maybachstraße;de:08118:5468;Kornwestheim;Kornwestheim
Stadion;de:08118:5469;Kornwestheim;Kornwestheim
Eichenweg;de:08118:5470;Kornwestheim;Kornwestheim
Albstraße;de:08118:5471;Kornwestheim;Kornwestheim
Ruhrstraße;de:08118:5472;Ludwigsburg;
Groenerstraße;de:08118:5474;Ludwigsburg;
Mann + Hummel;de:08118:5475;Ludwigsburg;
Mörikestraße;de:08118:5476;Ludwigsburg;Ludwigsburg
Buch Berliner Straße;de:08118:5477;Bietigheim;
Neckarstraße;de:08118:5478;Asperg;Asperg
Volksbank;de:08118:5479;Asperg;Asperg
Markgröninger Straße;de:08118:5481;Asperg;Asperg
Obere Marbacher Straße;de:08118:5483;Ludwigsburg;
Untere Marbacher Straße;de:08118:5484;Ludwigsburg;
Karl-Joos-Straße;de:08118:5485;Kornwestheim;
Hauptstraße 99;de:08118:5486;Neckarweihingen;
Hohenrainstraße;de:08118:5487;Neckarweihingen;
Friedenstraße 5;de:08118:5488;Ludwigsburg;
Friedenstraße 52;de:08118:5489;Ludwigsburg;
Daimlerstraße;de:08118:5490;Ludwigsburg;Ludwigsburg
Steinbeisstraße;de:08118:5491;Ludwigsburg;Ludwigsburg
Robert-Bosch-Straße;de:08118:5492;Pflugfelden;Pflugfelden
Sportplatz;de:08118:5494;Pflugfelden;Pflugfelden
Herrschaftsweg;de:08118:5495;Pflugfelden;
Dorfstraße;de:08118:5496;Pflugfelden;Pflugfelden
Blühendes Barock;de:08118:5497;Ludwigsburg;
Klinikum;de:08118:5498;Ludwigsburg;
Neuer Friedhof;de:08118:5499;Ludwigsburg;Ludwigsburg
Harteneckstraße;de:08118:5500;Ludwigsburg;Ludwigsburg
Kornbeckstraße;de:08118:5501;Ludwigsburg;
Schlösslesfeld;de:08118:5502;Ludwigsburg;
Abelstraße;de:08118:5503;Ludwigsburg;
Schloss Favorite;de:08118:5506;Ludwigsburg;
Rosenackerweg;de:08118:5507;Eglosheim;
Golfplatz;de:08118:5508;Eglosheim;Eglosheim
Martin-Luther-Straße;de:08118:5510;Ludwigsburg;Ludwigsburg
Katharinenstraße;de:08118:5511;Eglosheim;Eglosheim
Tammer Straße;de:08118:5512;Eglosheim;Eglosheim
Falkenweg;de:08118:5513;Eglosheim;
Neckarstraße;de:08118:5514;Ludwigsburg;Ludwigsburg
Friesenstraße;de:08118:5515;Oßweil;
Wettemarkt;de:08118:5516;Oßweil;
Hohenzollernplatz;de:08118:5517;Ludwigsburg;
Wüstenrot;de:08118:5518;Ludwigsburg;
Karlshöhe;de:08118:5519;Ludwigsburg;
Tennisplatz;de:08118:5520;Ludwigsburg;Ludwigsburg
Robert-Franck-Allee;de:08118:5521;Ludwigsburg;
Aldinger Straße;de:08118:5522;Ludwigsburg;Ludwigsburg
Netzestraße;de:08118:5523;Grünbühl;
Reichertshalde;de:08118:5524;Ludwigsburg;
Ludwigsburger Straße;de:08118:5525;Hoheneck;Hoheneck
Ebelstraße;de:08118:5526;Hoheneck;
Uferstraße;de:08118:5527;Hoheneck;
Heilbad;de:08118:5528;Hoheneck;
Agentur für Arbeit;de:08118:5529;Ludwigsburg;Ludwigsburg
Landratsamt;de:08118:5530;Ludwigsburg;Ludwigsburg
Oststraße;de:08118:5531;Ludwigsburg;
Osterholz;de:08118:5532;Ludwigsburg;
Danziger Straße;de:08118:5533;Ludwigsburg;Ludwigsburg
Brünner Straße;de:08118:5534;Ludwigsburg;
Besigheimer Straße;de:08118:5535;Eglosheim;Eglosheim
Fellbacher Straße;de:08118:5536;Oßweil;Oßweil
Albrechtstraße;de:08118:5537;Ludwigsburg;
Hoferstraße;de:08118:5538;Ludwigsburg;
Jenischstraße;de:08118:5539;Ludwigsburg;
Osterholzallee;de:08118:5540;Ludwigsburg;
Weststadt-Kirche;de:08118:5541;Ludwigsburg;
Weimarstraße;de:08118:5542;Ludwigsburg;Ludwigsburg
Pädagogische Hochschule;de:08118:5543;Ludwigsburg;
Schule;de:08118:5544;Großingersheim;Großingersheim
Straßenäcker;de:08118:5545;Eglosheim;
Aldinger Straße;de:08119:5546;Hegnach;Hegnach
Langmantel;de:08118:5547;Hohenhaslach;
Wendeplatte;de:08118:5548;Hochdorf (Remseck);Hochdorf (Remseck)
Schießtal;de:08118:5549;Neckargröningen;
Adlerplatz;de:08118:5550;Hochberg;
Alexandrinenplatz;de:08118:5551;Hochberg;
Hochberger Straße;de:08118:5552;Hochdorf (Remseck);Hochdorf (Remseck)
Hochberger Straße;de:08119:5553;Bittenfeld;Bittenfeld
Hochdorfer Straße;de:08119:5554;Bittenfeld;Bittenfeld
Poppenweiler Straße;de:08118:5556;Hochdorf (Remseck);
Steinheimer Straße;de:08118:5557;Poppenweiler;Poppenweiler
Friedhof;de:08118:5558;Poppenweiler;Poppenweiler
Zehntscheuer;de:08118:5559;Poppenweiler;Poppenweiler
Robert-Bosch-Straße;de:08118:5560;Pleidelsheim;Pleidelsheim
Burghaldenstraße;de:08118:5561;Poppenweiler;
Enzplatz;de:08118:5563;Besigheim;
Mönchsbergstraße;de:08118:5565;Freiberg (N);
Bietigheimer Straße;de:08118:5566;Großingersheim;Großingersheim
Brühlstraße;de:08118:5567;Großingersheim;Großingersheim
Blumenstraße;de:08118:5568;Kleiningersheim;Kleiningersheim
Beihinger Straße;de:08118:5569;Pleidelsheim;Pleidelsheim
Hauptstraße;de:08118:5570;Pleidelsheim;Pleidelsheim
Wiegehalle;de:08118:5571;Pleidelsheim;
SÜWAG;de:08118:5572;Pleidelsheim;
Hauptstraße;de:08118:5573;Höpfigheim;Höpfigheim
Lange Straße;de:08118:5574;Mundelsheim;Mundelsheim
Hessigheimer Straße;de:08118:5575;Mundelsheim;
Gartenstraße;de:08118:5576;Hessigheim;Hessigheim
Sattlerei Eisele;de:08118:5578;Hessigheim;
Rathaus;de:08118:5579;Ottmarsheim;Ottmarsheim
Neusatz;de:08118:5580;Besigheim;
Jahnstraße;de:08118:5581;Besigheim;Besigheim
Kelterplatz;de:08118:5582;Besigheim;Besigheim
Besigheim;de:08118:5583;Besigheim;
Bissinger Straße;de:08118:5584;Eglosheim;Eglosheim
Kohlenweg;de:08118:5586;Aldingen;
Kernersteg;de:08118:5587;Aldingen;
Cannstatter Straße;de:08118:5588;Aldingen;Aldingen
Haus der Bürger;de:08118:5589;Aldingen;
Lise-Meitner-Gymnasium;de:08118:5590;Aldingen;
Kelterschule;de:08118:5591;Neckarrems;
Sonne;de:08118:5592;Hochdorf (Remseck);Hochdorf (Remseck)
Beilsteiner Straße;de:08118:5593;Oberstenfeld;Oberstenfeld
Lichtenberger Straße;de:08118:5594;Oberstenfeld;
