Name;Globale ID;Teilort;Zusatz
Beim Wasserturm;de:08119:3632;Waiblingen;Waiblingen
Backnanger Straße;de:08119:3634;Winnenden;Winnenden
Max-Eyth-Straße;de:08119:3635;Winnenden;Winnenden
Seestraße;de:08119:3636;Winnenden;Winnenden
Kronenplatz;de:08119:3637;Winnenden;
Stadtmühle;de:08119:3638;Backnang;
Kuchengrund/OVR;de:08119:3639;Backnang;
Neue Rommelshauser Straße;de:08119:3640;Waiblingen;
Max-Eyth-/Daimlerstraße;de:08119:3641;Winnenden;
Wunnebad;de:08119:3642;Winnenden;
Wendelkönig;de:08119:3644;Waiblingen;
Galgenberg;de:08119:3645;Waiblingen;
Schwanen;de:08119:3646;Waiblingen;
Schmidener Straße;de:08119:3647;Waiblingen;
Hausgärten;de:08119:3648;Waiblingen;
Berufsschulzentrum;de:08119:3650;Waiblingen;Waiblingen
Talstraße;de:08119:3651;Waiblingen;Waiblingen
Fröbelstraße;de:08119:3652;Waiblingen;Waiblingen
Galerie;de:08119:3654;Waiblingen;
Giselastraße;de:08119:3655;Waiblingen;
Meisenweg;de:08119:3656;Waiblingen;Waiblingen
Dresdener Ring;de:08119:3657;Backnang;
Stresemannstraße;de:08119:3658;Backnang;
Rietenauer Weg;de:08119:3659;Backnang;
Gartenstraße;de:08119:3660;Backnang;Backnang
Biegel;de:08119:3661;Backnang;
Carl-Kaelble-Straße;de:08119:3662;Backnang;
Züricher Straße;de:08119:3663;Backnang;Backnang
Salzburger Straße;de:08119:3664;Maubach;
Isarstraße;de:08119:3665;Waldrems;
Johanneskirche;de:08119:3666;Backnang;Backnang
Hasenhälde;de:08119:3668;Backnang;
Rathaus;de:08119:3669;Maubach;Maubach
Marbacher Straße;de:08119:3670;Heiningen (Backnang);Heiningen (Backnang)
Ortsmitte;de:08119:3672;Kleinaspach;Kleinaspach
Friedrich-List-Straße;de:08119:3673;Großaspach;Großaspach
Forstboden;de:08119:3674;Großaspach;
Gertrud-Bäumer-Weg;de:08119:3675;Backnang;
Seehof;de:08119:3680;Backnang;
Gemeindehalle;de:08118:3682;Kirchheim (N);Kirchheim (N)
Alfred-Diebold-Weg;de:08119:3684;Waiblingen;
Bajastraße;de:08119:3685;Waiblingen;
Anton-Schmidt-Straße;de:08119:3686;Waiblingen;
Finanzamt;de:08119:3687;Waiblingen;Waiblingen
Finkenberg;de:08119:3688;Waiblingen;
Bühl;de:08119:3689;Korb;
Schippertsäcker;de:08119:3690;Waiblingen;
Untere Mayenner Straße;de:08119:3691;Waiblingen;
Boskopweg;de:08119:3692;Waiblingen;
Im Baumstückle;de:08119:3693;Waiblingen;
Brückenstraße;de:08119:3696;Winnenden;Winnenden
Christofstraße;de:08119:3698;Waiblingen;Waiblingen
Seniorenzentrum;de:08119:3699;Waiblingen;Waiblingen
Rathaus;de:08119:3702;Geradstetten;Geradstetten
Mitte;de:08119:3703;Geradstetten;Geradstetten
Reinhold-Maier-Straße;de:08119:3704;Grunbach;
Lindenplatz;de:08119:3706;Hebsack;Hebsack
Markgraben;de:08119:3707;Hebsack;
Welzheimer Straße;de:08119:3708;Schorndorf;Schorndorf
Kirche;de:08119:3710;Weiler (Schorndorf);Weiler (Schorndorf)
Beutelsbach;de:08119:3711;Beutelsbach;
Pflegeheim;de:08119:3713;Winterbach;Winterbach
Remsbrücke;de:08119:3714;Winterbach;
Stuttgarter-/Weststraße;de:08119:3715;Grunbach;
Künkelinschule;de:08119:3716;Schorndorf;
Schule;de:08119:3719;Althütte;Althütte
Alte Winnender Steige;de:08119:3720;Waiblingen;
Birkenweg;de:08119:3721;Waiblingen;Waiblingen
Steingrube;de:08119:3722;Waiblingen;
Junge Weinberge;de:08119:3723;Waiblingen;
Oberer Rosberg;de:08119:3724;Waiblingen;
Buchenweg;de:08119:3725;Waiblingen;Waiblingen
Löwenbrunnen;de:08119:3726;Fellbach;
Im Kusterfeld;de:08119:3728;Backnang;
Ebniseestraße;de:08119:3729;Althütte;Althütte
Vorderbüchelberg;de:08119:3730;Spiegelberg;
Tausschule;de:08119:3731;Backnang;
Lortzingstraße;de:08119:3735;Rommelshausen;
Wagnerstraße;de:08119:3736;Rommelshausen;
Friedhof;de:08119:3737;Rommelshausen;Rommelshausen
Wiesenstraße;de:08119:3738;Rommelshausen;
Schlienz-Tours;de:08119:3739;Rommelshausen;
Rudolf-Diesel-Straße;de:08119:3740;Rommelshausen;
Kelterstraße;de:08119:3741;Rommelshausen;Rommelshausen
Kelter/Stadion;de:08119:3742;Rommelshausen;
Seestraße;de:08119:3743;Rommelshausen;Rommelshausen
Rathaus;de:08119:3744;Rommelshausen;Rommelshausen
Austraße;de:08119:3745;Grunbach;Grunbach
Kelterwiesenbach;de:08119:3746;Geradstetten;
Bahnüberführung;de:08119:3748;Geradstetten;
Kelterstraße;de:08119:3749;Grunbach;Grunbach
Schorndorfer Straße;de:08119:3752;Grunbach;Grunbach
Dietrich-Bonhoeffer-Straße;de:08119:3753;Geradstetten;
Am Bronnbach;de:08119:3754;Weiler (Schorndorf);
Hofgartenstr.;de:08119:3755;Rommelshausen;
Adelsbach;de:08119:3758;Winnenden;
Schlichtener Straße;de:08119:3759;Schorndorf;
Mühlgrund;de:08119:3760;Backnang;
Bühläckerstraße;de:08119:3771;Stetten (i. R.);
Freibad;de:08119:3773;Stetten (i. R.);Stetten (i. R.)
Engelberg Waldorfschule;de:08119:3774;Winterbach;
Altbacher Hof;de:08116:3800;Altbach;
Im Braunkiel;de:08116:3801;Altbach;
Losburgstraße;de:08116:3802;Altbach;
Rathaus;de:08116:3803;Altbach;Altbach
Gemeindehalle;de:08116:3804;Altbach;Altbach
Charlottenplatz;de:08116:3805;Esslingen (N);Esslingen (N)
Reichenbacher Straße;de:08116:3806;Baltmannsweiler;
Alte Heusteige;de:08116:3807;Zell (Esslingen);
Rathaus;de:08116:3808;Baltmannsweiler;Baltmannsweiler
Indexstraße/Bahnhof;de:08116:3810;Oberesslingen;
Thomashardter Straße;de:08116:3812;Hegenlohe;
Stauferstraße;de:08116:3816;Altbach;Altbach
Feuerwehr;de:08116:3817;Altbach;Altbach
Haldenrainweg;de:08116:3818;Altbach;
Robert-Bosch-Straße;de:08116:3819;Neckartenzlingen;Neckartenzlingen
Tischardter Straße;de:08116:3820;Kohlberg;Kohlberg
Metzinger Straße;de:08116:3821;Kohlberg;Kohlberg
Naturschutzzentrum;de:08116:3822;Schopfloch (Lenningen);
Unterm Greut;de:08116:3823;Schopfloch (Lenningen);
Torfgrube;de:08116:3824;Schopfloch (Lenningen);
Tachenhäuserstraße;de:08116:3825;Oberboihingen;
Goethestraße;de:08116:3826;Wendlingen (N);Wendlingen (N)
Kirchheimer Straße;de:08116:3827;Wendlingen (N);Wendlingen (N)
Wilhelm-Raabe-Straße;de:08116:3829;Wendlingen (N);
Ludwig-Finckh-Straße;de:08116:3830;Wendlingen (N);
Fabrikstraße;de:08116:3831;Wendlingen (N);Wendlingen (N)
Kolpingstraße;de:08116:3832;Wendlingen (N);
Taläckerstraße;de:08116:3833;Wendlingen (N);
Birkenweg;de:08116:3835;Altbach;Altbach
Kirchberg;de:08116:3837;Köngen;Köngen
Robert-Bosch-Straße;de:08116:3838;Köngen;Köngen
Steinbeisstraße;de:08116:3850;Zell (Esslingen);Zell (Esslingen)
Egert;de:08116:3851;Zell (Esslingen);
Bildungszentrum;de:08116:3893;Weilheim (T);Weilheim (T)
Marktplatz;de:08116:3894;Weilheim (T);Weilheim (T)
Weinsteige;de:08116:3895;Weilheim (T);Weilheim (T)
Limburgschule/Bissinger Straße;de:08116:3896;Weilheim (T);
Maierhöfe;de:08116:3897;Weilheim (T);
Badstraße;de:08116:3898;Altbach;Altbach
Egelsberg Egelsbergstraße;de:08116:3899;Weilheim (T);
Egelsberg Teckstraße;de:08116:3900;Weilheim (T);
Weinberg-/Teckstraße;de:08116:3901;Reichenbach (F);
Leintel;de:08116:3903;Reichenbach (F);
Steinäckerstraße;de:08116:3904;Reichenbach (F);
Schillerstraße;de:08116:3905;Reichenbach (F);Reichenbach (F)
Ziegelhof;de:08116:3906;Hochdorf (ES);
Reußensteinweg;de:08116:3908;Hochdorf (ES);Hochdorf (ES)
Mozartstraße;de:08116:3910;Hochdorf (ES);Hochdorf (ES)
Ostring;de:08116:3911;Hochdorf (ES);
Im Unteren Zehen;de:08116:3912;Wiflingshausen;
Sonnenweg;de:08116:3913;Notzingen;
Im Hägleskies;de:08116:3914;Neckartailfingen;
Alleenstraße;de:08116:3915;Neckartailfingen;Neckartailfingen
An der Autmut;de:08116:3916;Neckarhausen;
Nürtinger Straße (B297);de:08116:3918;Neckarhausen;
Hochstetter Weg;de:08116:3920;Zollberg;
Brühl (Freilichtmuseum);de:08116:3930;Beuren;
Schlatterhöhe L 1212;de:08116:3932;Schopfloch (Lenningen);
Beurener Steige;de:08116:3933;Beuren;
Schillerstraße;de:08116:3937;Neckartailfingen;Neckartailfingen
Eichendorffstraße;de:08116:3938;Neckartailfingen;Neckartailfingen
Freilichtmuseum;de:08116:3939;Beuren;
Stuifenstraße;de:08116:3940;Plochingen;Plochingen
K 1206 (Bahnhof);de:08116:3941;Reichenbach (F);
Zähringer Straße;de:08116:3943;Lindorf;
Kruichling;de:08116:3944;Kirchheim (T);
Lindorfer Weg;de:08116:3945;Kirchheim (T);
Austraße;de:08116:3947;Kirchheim (T);Kirchheim (T)
Saarstraße;de:08116:3948;Kirchheim (T);Kirchheim (T)
Kitteneshalde;de:08116:3949;Kirchheim (T);
Alte Plochinger Steige;de:08116:3950;Kirchheim (T);
Im Münzen;de:08116:3951;Kirchheim (T);
Bohnauhaus;de:08116:3952;Kirchheim (T);
Otto-Hahn-Straße;de:08116:3953;Kirchheim (T);Kirchheim (T)
Willi-Bleicher-Straße;de:08116:3954;Kirchheim (T);
Einsteinstraße;de:08116:3955;Kirchheim (T);Kirchheim (T)
Heinkelstraße;de:08116:3956;Kirchheim (T);Kirchheim (T)
Gaiserplatz;de:08116:3958;Kirchheim (T);
Haldenstraße;de:08116:3959;Ötlingen;
Hahnweidstraße;de:08116:3960;Kirchheim (T);
Gewerbegebiet;de:08116:3961;Holzmaden;Holzmaden
Karlstraße;de:08116:3962;Holzmaden;Holzmaden
Alte Schifffahrt;de:08116:3992;Mettingen;
Bahnhof (Trollingerweg);de:08116:3993;Mettingen;
Manzeller Weg;de:08111:3995;Stuttgart;
In den Stegwiesen;de:08111:3996;Stuttgart;
Hafenbahnstraße;de:08111:3997;Stuttgart;
Hochschulzentrum;de:08116:3998;Esslingen (N);
Lenzhalde;de:08116:3999;Esslingen (N);Esslingen (N)
Am Schönen Rain;de:08116:4000;Esslingen (N);
Brandenburger Straße;de:08116:4001;Oberesslingen;
Steinhalde;de:08116:4002;Oberesslingen;
Kimmichsweiler Weg;de:08116:4003;Liebersbronn;
Paracelsusstraße;de:08116:4004;Oberesslingen;
Bismarckstraße;de:08116:4005;Esslingen (N);Esslingen (N)
Merkel'sches Bad;de:08116:4006;Esslingen (N);
Schelztor;de:08116:4007;Esslingen (N);
Schlachthausbrücke;de:08116:4008;Esslingen (N);
Volkshochschule;de:08116:4009;Esslingen (N);
Cannstatter Straße;de:08116:4010;Mettingen;Mettingen
Burgunderstraße;de:08116:4011;Mettingen;
Weinstraße;de:08116:4012;Mettingen;Mettingen
Stadtgrenze;de:08111:4013;Stuttgart;
Königsallee;de:08116:4015;Weil;
Gestütsweg;de:08116:4016;Weil;
Weil;de:08116:4017;Weil;
Friedhof;de:08116:4018;Zell (Esslingen);Zell (Esslingen)
Hangelstein Kirche;de:08116:4020;Zell (Esslingen);
Albblick;de:08116:4021;Zell (Esslingen);Zell (Esslingen)
Hochschule;de:08116:4022;Esslingen (N);Esslingen (N)
Stauffenbergstraße;de:08116:4023;Oberesslingen;Oberesslingen
Gartenstadt;de:08116:4024;Oberesslingen;Oberesslingen
Weiherstraße;de:08116:4026;Oberesslingen;
Zimmerbachstraße;de:08116:4027;Oberesslingen;
Anna-Schieber-Weg;de:08116:4028;Esslingen (N);
Kreuzstraße;de:08116:4029;Oberesslingen;Oberesslingen
Reutlinger Straße;de:08116:4031;Esslingen (N);Esslingen (N)
Ebershaldenfriedhof;de:08116:4032;Esslingen (N);
Neckar Forum;de:08116:4033;Esslingen (N);
Marktplatz;de:08116:4034;Esslingen (N);Esslingen (N)
Stuttgarter Straße;de:08116:4035;Pliensauvorstadt;Pliensauvorstadt
Karl-Pfaff-Straße;de:08116:4036;Pliensauvorstadt;Pliensauvorstadt
Eberhard-Bauer-Straße;de:08116:4037;Pliensauvorstadt;
Parkstraße;de:08116:4038;Pliensauvorstadt;Pliensauvorstadt
Schillerplatz;de:08116:4040;Esslingen (N);Esslingen (N)
Neckarfreibad;de:08116:4041;Esslingen (N);
Schwertmühle;de:08116:4042;Oberesslingen;
Max-Planck-Straße;de:08116:4043;Oberesslingen;Oberesslingen
Zeppelinstraße;de:08116:4044;Oberesslingen;Oberesslingen
Röntgenstraße;de:08116:4045;Oberesslingen;
Alleenstraße;de:08116:4047;Zell (Esslingen);Zell (Esslingen)
Sirnauer Hof;de:08116:4050;Sirnau;
Schwalbenweg;de:08116:4051;Sirnau;Sirnau
Finkenweg;de:08116:4052;Sirnau;Sirnau
Dätzinger Straße;de:08115:4053;Schafhausen;
Esslinger Straße;de:08116:4054;Deizisau;Deizisau
Wert;de:08116:4055;Deizisau;
Rathaus;de:08116:4057;Deizisau;Deizisau
Schule;de:08116:4058;Deizisau;Deizisau
Plochinger Str.;de:08116:4060;Deizisau;
Hirschlandstraße;de:08116:4062;Oberesslingen;
Lenaudenkmal;de:08116:4063;Esslingen (N);
Sportpark Weil;de:08116:4064;Weil;
Wannenrain;de:08116:4065;Weil;
Mercedes-Benz;de:08111:4066;Stuttgart;
Am Mittelkai;de:08111:4067;Stuttgart;
Amstetter Straße;de:08111:4068;Stuttgart;
Lammgarten;de:08116:4069;Oberesslingen;
Oberhof;de:08116:4070;Oberhof;
Rotes Kreuz;de:08116:4071;Liebersbronn;
Altbacher Weg;de:08116:4072;Liebersbronn;
Hirschlandhof;de:08116:4073;Oberesslingen;
Weißer Stein;de:08116:4074;Plochingen;
Kreissparkasse;de:08116:4075;Baltmannsweiler;Baltmannsweiler
Schurwaldhöhe;de:08116:4076;Baltmannsweiler;
Waldhorn;de:08116:4077;Hohengehren;Hohengehren
Kindergarten;de:08116:4078;Hohengehren;Hohengehren
Tiefgarage;de:08116:4079;Hohengehren;
Goldboden;de:08119:4080;Winterbach;
Engelberg;de:08119:4082;Winterbach;Winterbach
Bahnunterführung;de:08119:4083;Winterbach;
Sirnauer Brücke;de:08116:4084;Oberesslingen;
Unterdorfstraße;de:08116:4086;Köngen;
Rathaus;de:08116:4088;Köngen;Köngen
Kastellstraße;de:08116:4090;Köngen;
Austraße;de:08116:4091;Köngen;Köngen
Plochinger Straße;de:08116:4092;Köngen;
Linde;de:08116:4093;Unterensingen;Unterensingen
Katharinenstaffel;de:08116:4094;Esslingen (N);
Finanzamt;de:08116:4095;Esslingen (N);Esslingen (N)
Geriatrisches Zentrum;de:08116:4097;Kennenburg;
Kennenburg;de:08116:4098;Kennenburg;
Kohlerweg;de:08116:4099;Hegensberg;
Anhäuserstraße;de:08116:4100;Hegensberg;
Kriegerdenkmal;de:08116:4101;Hegensberg;
Kirche;de:08116:4102;Liebersbronn;Liebersbronn
Neue Straße;de:08116:4103;Liebersbronn;Liebersbronn
Alte Steige;de:08116:4104;Liebersbronn;Liebersbronn
Jägerhaus;de:08116:4105;Liebersbronn;
Georgii-Waldstadion;de:08116:4106;Liebersbronn;
Dulkhäusle;de:08116:4107;Wiflingshausen;
Sulzgrieser Steige;de:08116:4109;Esslingen (N);
Ebene;de:08116:4110;Esslingen (N);
Krummenacker;de:08116:4111;Krummenacker;
Maienwalterstraße;de:08116:4112;Sulzgries;
Zentrum;de:08116:4113;Sulzgries;
Bürgerhaus RSKN;de:08116:4114;Rüdern;
Paradiesweg;de:08116:4115;Rüdern;
Hinterer Holzweg;de:08116:4116;Rüdern;
Bergstraße;de:08116:4118;Sulzgries;Sulzgries
Heidestraße;de:08116:4119;Neckarhalde;
Stahlackerweg;de:08116:4120;Neckarhalde;
Herrenwiesenweg;de:08116:4121;Neckarhalde;
Panorama-Klinik;de:08116:4122;Esslingen (N);
Burg;de:08116:4123;Esslingen (N);
Hohenkreuz;de:08116:4124;Hohenkreuz;
Wäldenbronn Kreuzung;de:08116:4125;Hohenkreuz;
Langer Weg;de:08116:4126;Wäldenbronn;
Brunnen;de:08116:4127;Wäldenbronn;
Brückle;de:08116:4128;Wäldenbronn;
Obertalweg;de:08116:4129;Wäldenbronn;
Flandernstraße;de:08116:4130;St. Bernhardt;
Eugen-Bolz-Straße;de:08116:4131;St. Bernhardt;
Kirchackerstraße;de:08116:4132;St. Bernhardt;
Bärenwiesen;de:08116:4133;Serach;
Seracher Straße;de:08116:4134;Serach;
Schulzentrum Nord;de:08116:4135;Serach;
Alte Talstraße;de:08116:4136;St. Bernhardt;
Talstraße;de:08116:4137;St. Bernhardt;St. Bernhardt
Volker-Böhringer-Weg;de:08116:4139;Wiflingshausen;
Hubertusweg;de:08116:4140;Wiflingshausen;
Waldackerweg;de:08116:4141;Wiflingshausen;
Adenauerbrücke (oben);de:08116:4143;Oberesslingen;
See;de:08116:4144;Berkheim;Berkheim
Schaichhofstraße;de:08115:4145;Weil im Schönbuch;
Firma Festo;de:08116:4146;Berkheim;
Nellinger Straße;de:08116:4147;Berkheim;
Gemeindezentrum;de:08116:4148;Berkheim;Berkheim
Am Wiesengrund;de:08116:4149;Berkheim;
Jakobstraße;de:08116:4151;Berkheim;
Kronenstraße;de:08116:4152;Berkheim;Berkheim
Kiebitzweg;de:08116:4153;Kirchheim (T);
Industriegebiet;de:08116:4154;Aichschieß;Aichschieß
Kreuzung;de:08116:4155;Aichschieß;Aichschieß
Kreisverkehr;de:08116:4156;Schanbach;Schanbach
Schule;de:08116:4157;Schanbach;Schanbach
Rössle;de:08116:4159;Schanbach;
Lobenroter Hof;de:08116:4160;Schanbach;
Lobenrot Ort;de:08116:4161;Lobenrot;
Siedlung;de:08116:4162;Schanbach;Schanbach
Krummhardt Abzweig;de:08116:4163;Aichschieß;
Krummhardt Ort;de:08116:4164;Krummhardt;
Kronenstraße;de:08116:4165;Aichelberg (Aichwald);Aichelberg (Aichwald)
Rathaus;de:08116:4166;Aichelberg (Aichwald);Aichelberg (Aichwald)
Holl;de:08116:4167;Aichelberg (Aichwald);
Keplerstraße;de:08116:4168;Oberesslingen;Oberesslingen
Körschstraße;de:08116:4169;Zell (Esslingen);
Berufliches Schulzentrum;de:08116:4170;Zell (Esslingen);
Katzenkopf;de:08116:4171;Wäldenbronn;
Johannesstraße;de:08116:4173;Zell (Esslingen);Zell (Esslingen)
Eichendorffstraße;de:08116:4174;Zollberg;Zollberg
Eichendorffschule;de:08116:4175;Zollberg;
Braungartweg;de:08116:4176;Zollberg;
Zollernplatz;de:08116:4177;Zollberg;
Zollhausweg;de:08116:4178;Zollberg;
Realschule;de:08116:4179;Zollberg;Zollberg
Jusiweg;de:08116:4180;Zollberg;
Backhaus;de:08115:4181;Dachtel;Dachtel
Schaichhofsiedlung;de:08115:4185;Weil im Schönbuch;
Dachsklinge;de:08115:4188;Sindelfingen;
Bergsiedlung;de:08115:4189;Dachtel;
Bergsiedlung (Keplerstraße);de:08115:4190;Dachtel;
Friedrich-Schiller-Schule;de:08116:4191;Neuhausen (F);
Troppel;de:08115:4192;Weil im Schönbuch;
Holzgerlingen;de:08115:4193;Holzgerlingen;
Döffinger Straße;de:08115:4195;Darmsheim;
Theodor-Heuss-Gymnasium;de:08116:4197;Oberesslingen;
Herderstraße;de:08116:4200;Oberesslingen;Oberesslingen
Schorndorfer Straße;de:08116:4201;Oberesslingen;Oberesslingen
Schule;de:08116:4202;Sulzgries;Sulzgries
Ortseingang;de:08116:4203;Hegensberg;
Hofstraße;de:08116:4204;Hegensberg;Hegensberg
Sindelfinger Straße;de:08115:4205;Böblingen;Böblingen
Abzweig;de:08115:4206;Holzgerlingen;Holzgerlingen
Hohenzollernstraße;de:08115:4208;Holzgerlingen;Holzgerlingen
Rathaus;de:08115:4210;Holzgerlingen;Holzgerlingen
Kirchheim (T);de:08116:4211;Kirchheim (T);
Marktplatz;de:08116:4213;Kirchheim (T);Kirchheim (T)
Brahmsstraße;de:08116:4215;Kirchheim (T);
Kirchheimer Straße;de:08116:4216;Notzingen;Notzingen
Wellinger Straße;de:08116:4217;Notzingen;
Rathaus;de:08116:4218;Notzingen;Notzingen
Hochdorfer Straße;de:08116:4219;Notzingen;Notzingen
Talbachbrücke;de:08116:4220;Hochdorf (ES);
Roßwälder Straße;de:08116:4221;Hochdorf (ES);
Rathaus;de:08116:4222;Hochdorf (ES);Hochdorf (ES)
Weberei;de:08116:4223;Reichenbach (F);
Reichenbach (F);de:08116:4224;Reichenbach (F);
Ulmer Straße;de:08116:4225;Plochingen;Plochingen
Kreissparkasse;de:08116:4226;Plochingen;Plochingen
Eisenbahnstraße;de:08116:4227;Plochingen;
Stadtplatz;de:08116:4228;Wernau (N);
Kapelle;de:08116:4229;Plochingen;
Panoramastraße;de:08116:4230;Plochingen;Plochingen
Beethovenstraße;de:08116:4231;Plochingen;Plochingen
Lettenäcker;de:08116:4232;Plochingen;
Stumpenhof;de:08116:4233;Plochingen;
Ortsmitte;de:08116:4234;Reichenbach (F);Reichenbach (F)
Schulzentrum;de:08116:4235;Reichenbach (F);Reichenbach (F)
Schönblick;de:08116:4236;Reichenbach (F);Reichenbach (F)
Albstraße;de:08116:4237;Reichenbach (F);Reichenbach (F)
Hochhaus;de:08116:4238;Reichenbach (F);
Risshalde;de:08116:4240;Reichenbach (F);
Wernau (N);de:08116:4241;Wernau (N);
Dorotheenweg;de:08116:4244;Wernau (N);
Marienstraße;de:08116:4245;Wernau (N);Wernau (N)
Bergstraße;de:08116:4246;Wernau (N);Wernau (N)
Friedrich-List-Straße;de:08116:4247;Wernau (N);Wernau (N)
Max-Eyth-Straße;de:08116:4248;Wernau (N);Wernau (N)
Brühl;de:08116:4249;Wernau (N);Wernau (N)
Realschule;de:08116:4251;Wernau (N);Wernau (N)
Pfostenberg;de:08116:4255;Plochingen;
Wendlingen (N);de:08116:4257;Wendlingen (N);
Stadtmitte;de:08116:4258;Wendlingen (N);Wendlingen (N)
Karpatenweg;de:08116:4263;Ötlingen;
medius Klinik;de:08116:4265;Kirchheim (T);Kirchheim (T)
Stadthalle;de:08116:4266;Kirchheim (T);Kirchheim (T)
Rossmarkt;de:08116:4267;Kirchheim (T);
Polizeiwache;de:08116:4268;Kirchheim (T);
Eichendorffstraße;de:08116:4269;Kirchheim (T);Kirchheim (T)
Straßenmeisterei;de:08116:4270;Kirchheim (T);Kirchheim (T)
Robert-Bosch-Straße;de:08116:4272;Dettingen (T);Dettingen (T)
Hanfstraße;de:08116:4273;Dettingen (T);
Volksbank;de:08116:4274;Dettingen (T);Dettingen (T)
Obere Straße;de:08116:4275;Dettingen (T);
Katholische Kirche;de:08116:4277;Dettingen (T);Dettingen (T)
Goldmorgen;de:08116:4278;Dettingen (T);
Teckhalle;de:08116:4279;Owen;
Geschichtshaus;de:08116:4280;Owen;
Rebenweg;de:08116:4281;Owen;
Brucken Untere Straße;de:08116:4282;Unterlenningen;
Bahnhofstraße;de:08116:4283;Unterlenningen;Unterlenningen
Rathaus;de:08116:4284;Unterlenningen;Unterlenningen
Eckenerstraße;de:08116:4286;Sirnau;
Industriegebiet;de:08116:4287;Wendlingen (N);Wendlingen (N)
Wilhelm-Maier-Straße;de:08116:4288;Köngen;
Blumenstraße;de:08116:4289;Unterensingen;Unterensingen
Stern;de:08116:4290;Unterensingen;
Alter Sportplatz;de:08116:4293;Wendlingen (N);
Kapellenstraße;de:08116:4295;Wendlingen (N);Wendlingen (N)
Schulzentrum;de:08116:4296;Wendlingen (N);Wendlingen (N)
Schützenstraße;de:08116:4297;Wendlingen (N);Wendlingen (N)
Lerchenstraße;de:08116:4298;Oberboihingen;Oberboihingen
Kreissparkasse;de:08116:4299;Oberboihingen;Oberboihingen
Stattmannstraße;de:08116:4300;Oberboihingen;
Inselbad;de:08116:4301;Zizishausen;
Realschule;de:08116:4302;Nürtingen;Nürtingen
Zeller Straße;de:08116:4303;Ohmden;Ohmden
Schillerplatz;de:08116:4304;Nürtingen;Nürtingen
Metzinger Straße;de:08116:4305;Nürtingen;Nürtingen
Tobelwasen;de:08116:4306;Weilheim (T);
Am Wiesenrain;de:08116:4307;Kirchheim (T);
Eichwasen;de:08116:4308;Neckartenzlingen;
Metzinger Straße;de:08116:4309;Neckartenzlingen;Neckartenzlingen
Auwiesenschule;de:08116:4310;Neckartenzlingen;
Kleiderwerk Adler;de:08116:4311;Neckartenzlingen;
Heerweg;de:08116:4312;Großbettlingen;
Neckartenzlinger Straße;de:08116:4313;Bempflingen;
Katholische Kirche;de:08116:4314;Bempflingen;Bempflingen
Lindenstraße;de:08116:4315;Bempflingen;Bempflingen
Rathaus;de:08116:4316;Bempflingen;Bempflingen
Martinskirche;de:08116:4317;Kirchheim (T);Kirchheim (T)
Teckstraße;de:08116:4319;Kirchheim (T);
Stadion;de:08116:4320;Kirchheim (T);Kirchheim (T)
Hörnlesweg;de:08116:4321;Kohlberg;
Wartehalle;de:08116:4322;Jesingen;Jesingen
Rathaus;de:08116:4323;Jesingen;Jesingen
Bahnhof;de:08116:4324;Holzmaden;Holzmaden
Schluchtweg;de:08116:4325;Weilheim (T);
Bahnhofstraße;de:08116:4326;Weilheim (T);Weilheim (T)
Altvaterweg;de:08116:4328;Kirchheim (T);
Freiwaldaustraße;de:08116:4329;Kirchheim (T);
Bulkesweg;de:08116:4330;Kirchheim (T);
Tannenbergstraße;de:08116:4331;Kirchheim (T);
Bismarckstraße;de:08116:4332;Kirchheim (T);Kirchheim (T)
Konrad-Widerholt-Halle;de:08116:4333;Kirchheim (T);
Spielplatz;de:08116:4334;Kirchheim (T);
Parkplatz Schlossgymnasium;de:08116:4335;Kirchheim (T);
Hegelstraße;de:08116:4338;Kirchheim (T);
Fabrikstraße;de:08116:4339;Ötlingen;Ötlingen
Kirche;de:08116:4340;Ötlingen;Ötlingen
Ortsmitte;de:08116:4341;Ötlingen;Ötlingen
Halde;de:08116:4343;Ötlingen;Ötlingen
Warth;de:08116:4344;Ötlingen;
Ötlingen;de:08116:4345;Ötlingen;
Mörikeschule;de:08116:4346;Ötlingen;
Brühl;de:08116:4347;Lindorf;Lindorf
Ortsmitte;de:08116:4349;Lindorf;Lindorf
Schlossgymnasium;de:08116:4350;Kirchheim (T);
Habichtweg;de:08116:4351;Kirchheim (T);
Milanweg;de:08116:4352;Kirchheim (T);
Benzenhofweg;de:08116:4353;Kirchheim (T);
Schafhof;de:08116:4354;Kirchheim (T);Kirchheim (T)
Waldfriedhof;de:08116:4355;Kirchheim (T);Kirchheim (T)
Uhlandgymnasium;de:08116:4356;Kirchheim (T);
Holbeinweg;de:08116:4357;Kirchheim (T);
Rembrandtweg;de:08116:4358;Kirchheim (T);
Badwiesen;de:08116:4361;Kirchheim (T);
Lerchenstraße;de:08116:4362;Weilheim (T);Weilheim (T)
Ziegelwasen;de:08116:4363;Kirchheim (T);
Hugo-Wolf-Weg;de:08116:4364;Kirchheim (T);
Wellingen Kirchle;de:08116:4365;Notzingen;
Wellingen Schlierbacher Str.;de:08116:4366;Notzingen;
Ötlinger Straße;de:08116:4368;Notzingen;
Freitagshof;de:08116:4369;Wernau (N);
Hans-Thoma-Weg;de:08116:4371;Kirchheim (T);
Amtsgericht;de:08116:4373;Nürtingen;
Bahnhof (Plochinger Straße);de:08116:4375;Nürtingen;
